8,4,"Cooper, L. Gordon, Jr.",male,1927,U.S.,True,NASA- 1,1959,2,commander,1965,Gemini 5,Gemini 5,Gemini 5,Gemini 5,191.92,225.0,0.0,0.0
9,5,"Bykovsky, Valery",male,1934,U.S.S.R/Russia,True,TsPK-1,1960,3,pilot,1963,Vostok 5,Vostok 5,Vostok 5,Vostok 5,119.13,497.8,0.0,0.0
9,5,"Bykovsky, Valery",male,1934,U.S.S.R/Russia,True,TsPK-2,1960,3,commander,1976,Soyuz 22,Soyuz 22,Soyuz 22,Soyuz 22,189.0,497.8,0.0,0.0
9,5,"Bykovsky, Valery",male,1934,U.S.S.R/Russia,True,TsPK-3,1960,3,commander,1978,Soyuz 31/29,Soyuz 31,Salyut 6,Soyuz 29,188.0,497.8,0.0,0.0
10,6,"Tereshkova, Valentina",female,1937,U.S.S.R/Russia,True,VVS Women,1962,1,pilot,1963,Vostok 6,Vostok 6,Vostok 6,Vostok 6,70.83,70.83,0.0,0.0
11,7,"Komarov, Vladimir",male,1927,U.S.S.R/Russia,True,TsPK-1,1960,2,commander,1964,Voskhod 1,Voskhod 1,Voskhod 1,Voskhod 1,24.28,51.07,0.0,0.0
11,7,"Komarov, Vladimir",male,1927,U.S.S.R/Russia,True,TsPK-2,1960,2,commander,1967,Soyuz 1,Soyuz 1,Soyuz 1,Soyuz 1,26.78,51.07,0.0,0.0
12,8,"Feoktistov, Konstantin",male,1926,U.S.S.R/Russia,False,Voskhod-1 / TsKBEM-1,1964,1,MSP,1964,Voskhod 1,Voskhod 1,Voskhod 1,Voskhod 1,24.28,24.28,0.0,0.0
13,9,"Yegorov, Boris",male,1937,U.S.S.R/Russia,False,Voskhod-1,1964,1,MSP,1964,Voskhod 1,Voskhod 1,Voskhod 1,Voskhod 1,24.28,24.28,0.0,0.0
14,10,"Belyayev, Pavel",male,1925,U.S.S.R/Russia,True,TsPK-1,1960,1,commander,1965,Voskhod 2,Voskhod 2,Voskhod 2,Voskhod 2,26.03,26.03,0.0,0.0
15,11,"Leonov, Aleksei",male,1934,U.S.S.R/Russia,True,TsPK-1,1960,2,pilot,1965,Voskhod 2,Voskhod 2,Voskhod 2,Voskhod 2,26.03,168.53,0.73,0.73
15,11,"Leonov, Aleksei",male,1934,U.S.S.R/Russia,True,TsPK-2,1960,2,commander,1975,Soyuz 19,Soyuz 19,Soyuz 19/Apollo,Soyuz 19,142.0,168.53,0.0,0.73
16,5,"Grissom, Virgil I.",male,1926,U.S.,True,NASA Astronaut Group 2,1959,1,commander,1965,Gemini 3,Gemini 3,Gemini 3,Gemini 3,4.86,4.86,0.0,0.0
17,6,"Young, John W.",male,1930,U.S.,True,1962 NASA group 2,1962,6,pilot,1965,Gemini 3,Gemini 3,Gemini 3,Gemini 3,4.86,835.65,0.0,20.23
17,6,"Young, John W.",male,1930,U.S.,True,1963 NASA group 2,1962,6,pilot,1966,Gemini 10,Gemini 10,Gemini 10,Gemini 10,70.77,835.65,0.0,20.23
17,6,"Young, John W.",male,1930,U.S.,True,1964 NASA group 2,1962,6,pilot,1969,Apollo 10,Apollo 10,Apollo 10,Apollo 10,192.05,835.65,0.0,20.23
17,6,"Young, John W.",male,1930,U.S.,True,1965 NASA group 2,1962,6,commander,1972,Apollo 16,Apollo 16,Apollo 16,Apollo 16,265.85,835.65,20.23,20.23
17,6,"Young, John W.",male,1930,U.S.,True,1966 NASA group 2,1962,6,commander,1981,STS-1,STS-1,STS-1,STS-1,54.5,835.65,0.0,20.23
17,6,"Young, John W.",male,1930,U.S.,True,1967 NASA group 2,1962,6,commander,1983,STS-9,STS-9,STS-9,STS-9,240.0,835.65,0.0,20.23
18,7,"McDivitt, James A.",male,1929,U.S.,True,NASA- 2,1962,2,commander,1965,Gemini 4,Gemini 4,Gemini 4,Gemini 4,97.0,338.0,0.0,0.0
18,7,"McDivitt, James A.",male,1929,U.S.,True,NASA- 2,1962,2,commander,1969,Apollo 9,Apollo 9,Apollo 9,Apollo 9,241.0,338.0,0.0,0.0
19,8,"White, Edward H., II",male,1930,U.S.,True,1962 NASA group 2,1962,1,pilot,1965,Gemini 4,Gemini 4,Gemini 4,Gemini 4,97.93,97.93,0.33,0.33
20,9,"Conrad, Charles, Jr.",male,1930,U.S.,True,NASA- 2,1962,4,pilot,1965,Gemini 5,Gemini 5,Gemini 5,Gemini 5,191.0,1179.0,0.0,12.77
20,9,"Conrad, Charles, Jr.",male,1930,U.S.,True,NASA- 2,1962,4,commander,1966,Gemini 11,Gemini 11,Gemini 11,Gemini 11,71.0,1179.0,0.0,12.77
20,9,"Conrad, Charles, Jr.",male,1930,U.S.,True,NASA- 2,1962,4,commander,1969,Apollo 12,Apollo 12,Apollo 12,Apollo 12,244.0,1179.0,7.75,12.77
20,9,"Conrad, Charles, Jr.",male,1930,U.S.,True,NASA- 2,1962,4,commander,1973,Skylab 2,Skylab 2,Skylab 2,Skylab 2,673.0,1179.0,5.02,12.77
21,10,"Borman, Frank",male,1928,U.S.,True,NASA- 2,1962,2,commander,1965,Gemini 7,Gemini 7,Gemini 7,Gemini 7,330.58,477.0,0.0,0.0
21,10,"Borman, Frank",male,1928,U.S.,True,NASA- 2,1962,2,commander,1968,Apollo 8,Apollo 8,Apollo 8,Apollo 8,147.0,477.0,0.0,0.0
22,11,"Lovell, James A., Jr.",male,1928,U.S.,True,NASA- 2,1962,4,pilot,1965,Gemini 7,Gemini 7,Gemini 7,Gemini 7,330.58,715.05,0.0,0.0
22,11,"Lovell, James A., Jr.",male,1928,U.S.,True,NASA- 2,1962,4,commander,1966,Gemini 12,Gemini 12,Gemini 12,Gemini 12,94.0,715.05,0.0,0.0
22,11,"Lovell, James A., Jr.",male,1928,U.S.,True,NASA- 2,1962,4,pilot,1968,Apollo 8,Apollo 8,Apollo 8,Apollo 8,147.0,715.05,0.0,0.0
22,11,"Lovell, James A., Jr.",male,1928,U.S.,True,NASA- 2,1962,4,commander,1970,Apollo 13,Apollo 13,Apollo 13,Apollo 13,142.0,715.05,0.0,0.0
23,12,"Stafford, Thomas P.",male,1930,U.S.,True,1996 NASA group,1962,4,pilot,1965,gemini 6A,gemini 6A,gemini 6A,gemini 6A,25.86,508.0,0.0,0.0
23,12,"Stafford, Thomas P.",male,1930,U.S.,True,1996 NASA group,1962,4,commander,1966,Gemini 9A,Gemini 9A,Gemini 9A,Gemini 9A,72.0,508.0,0.0,0.0
23,12,"Stafford, Thomas P.",male,1930,U.S.,True,1996 NASA group,1962,4,commander,1969,Apollo 10,Apollo 10,Apollo 10,Apollo 10,192.0,508.0,0.0,0.0
23,12,"Stafford, Thomas P.",male,1930,U.S.,True,1996 NASA group,1962,4,commander,1975,ASTP,ASTP,ASTP,ASTP,217.0,508.0,0.0,0.0
24,13,"Armstrong, Neil A.",male,1930,U.S.,False,"1958 USAF Man in Space Soonest, 1960 USAF Dyna-Soar, NASA- 2",1962,2,commander,1966,Gemini 8,Gemini 8,Gemini 8,Gemini 8,11.0,206.0,0.0,2.51
24,13,"Armstrong, Neil A.",male,1930,U.S.,False,"1958 USAF Man in Space Soonest, 1960 USAF Dyna-Soar, NASA- 2",1962,2,commander,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,206.0,2.52,2.51
25,14,"Scott, David R.",male,1932,U.S.,True,1963 NASA group 3,1963,3,pilot,1966,Gemini 8,Gemini 8,Gemini 8,Gemini 8,240.68,546.0,0.0,19.9
25,14,"Scott, David R.",male,1932,U.S.,True,1963 NASA group 3,1963,3,pilot,1969,Apollo 9,Apollo 9,Apollo 9,Apollo 9,241.0,546.0,1.13,19.9
25,14,"Scott, David R.",male,1932,U.S.,True,1963 NASA group 3,1963,3,commander,1971,Apollo 15,Apollo 15,Apollo 15,Apollo 15,312.0,546.0,18.77,19.9
26,15,"Cernan, Eugene A.",male,1934,U.S.,True,NASA- 3,1963,3,pilot,1966,Gemini 9A,Gemini 9A,Gemini 9A,Gemini 9A,72.0,565.0,2.12,24.18
26,15,"Cernan, Eugene A.",male,1934,U.S.,True,NASA- 3,1963,3,pilot,1969,Apollo 10,Apollo 10,Apollo 10,Apollo 10,192.05,565.0,0.0,24.18
26,15,"Cernan, Eugene A.",male,1934,U.S.,True,NASA- 3,1963,3,commander,1972,Apollo 17,Apollo 17,Apollo 17,Apollo 17,302.0,565.0,22.13,24.18
27,16,"Collins, Michael",male,1930,U.S.,False,NASA- 3,1963,2,pilot,1966,Gemini 10,Gemini 10,Gemini 10,Gemini 10,71.0,266.0,1.47,1.47
27,16,"Collins, Michael",male,1930,U.S.,False,NASA- 3,1963,2,pilot,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,266.0,0.0,1.47
28,17,"Gordon, Richard F., Jr.",male,1929,U.S.,True,NASA Astronaut Group 3,1963,2,pilot,1966,Gemini 11,Gemini 11,Gemini 11,Gemini 11,71.28,315.88,0.0,2.68
28,17,"Gordon, Richard F., Jr.",male,1929,U.S.,True,NASA Astronaut Group 4,1963,2,pilot,1969,Apollo 12,Apollo 12,Apollo 12,Apollo 12,244.6,315.88,2.68,2.68
29,18,"Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,True,NASA- 3,1963,2,pilot,1966,Gemini 12,Gemini 12,Gemini 12,Gemini 12,94.58,289.0,5.5,8.0
29,18,"Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,True,NASA- 3,1963,2,pilot,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,289.0,2.5,8.0
30,19,"Eisele, Donn F.",male,1930,U.S.,True,NASA- 3,1963,1,pilot,1968,Apollo 7,Apollo 7,Apollo 7,Apollo 7,260.13,260.0,0.0,0.0
31,20,"Cunningham, Ronnie Walter",male,1932,U.S.,False,NASA- 3,1963,1,pilot,1968,Apollo 7,Apollo 7,Apollo 7,Apollo 7,260.13,260.13,0.0,0.0
100,50,"Savinykh, Viktor",male,1940,U.S.S.R/Russia,False,NPOE-4,1978,3,flight engineer,1985,Salyut 7,Soyuz T13,Salyut 7,Soyuz T14,4035.0,6065.63,0.0,5.0
100,50,"Savinykh, Viktor",male,1940,U.S.S.R/Russia,False,NPOE-4,1978,3,flight engineer,1988,2,Soyuz TM5,Mir EP,Soyuz TM4,236.0,6065.63,0.0,5.0
101,1,Jugderdemidiin Gurragchaa,male,1947,Mongolia,False,1978 Intercosmos Group,1978,1,flight engineer,1981,Soyuz 39,Soyuz 39,Soyuz 39,Soyuz 39,188.7,188.7,0.0,0.0
102,44,"Crippen, Robert L.",male,1937,U.S.,True,NASA- 7,1969,4,pilot,1981,STS-1,STS-1,STS-1,STS-1,54.0,565.0,0.0,0.0
102,44,"Crippen, Robert L.",male,1937,U.S.,True,NASA- 7,1969,4,commander,1983,STS-7,STS-7,STS-7,STS-7,146.0,565.0,0.0,0.0
102,44,"Crippen, Robert L.",male,1937,U.S.,True,NASA- 7,1969,4,commander,1984,STS-41-C,STS-41-C,STS-41-C,STS-41-C,168.0,565.0,0.0,0.0
102,44,"Crippen, Robert L.",male,1937,U.S.,True,NASA- 7,1969,4,commander,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197.0,565.0,0.0,0.0
103,1,Dumitru Prunariu,male,1952,Romania,False,1978 Intercosmos Group,1978,1,MSP,1981,Soyuz 40,Soyuz 40,Soyuz 40,Soyuz 40,188.7,188.7,0.0,0.0
104,45,"Engle, Joe H.",male,1932,U.S.,True,NASA- 5,1966,2,commander,1981,STS-2,STS-2,STS-2,STS-2,30.0,224.0,0.0,0.0
104,45,"Engle, Joe H.",male,1932,U.S.,True,NASA- 5,1966,2,commander,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170.0,224.0,0.0,0.0
105,46,"Truly, Richard H.",male,1937,U.S.,True,1965 USAF MOL group 1,1969,2,pilot,1981,STS-2,STS-2,STS-2,STS-2,54.21,199.34,0.0,0.0
105,46,"Truly, Richard H.",male,1937,U.S.,True,1965 USAF MOL group 1,1969,2,commander,1983,STS-8,STS-8,STS-8,STS-8,145.13,199.34,0.0,0.0
106,47,"Fullerton, Charles G.",male,1936,U.S.,True,"USAF MOL Group 2 
 NASA- 7",1969,2,pilot,1982,STS-3,STS-3,STS-3,STS-3,192.0,382.0,0.0,0.0
106,47,"Fullerton, Charles G.",male,1936,U.S.,True,"USAF MOL Group 2 
 NASA- 7",1969,2,commander,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.0,382.0,0.0,0.0
107,51,"Berezovoy, Anatoly",male,1942,U.S.S.R/Russia,True,TsPK-5,1970,1,commander,1982,Salyut 7,Soyuz T5,Salyut 7,Soyuz T7,5073.0,5073.07,2.55,2.55
108,1,"Chrtien, Jean-Loup",male,1938,France,True,CNES-1,1980,3,MSP,1982,Salyut 7,Soyuz T-6,Salyut 7,Soyuz T-6,190.0,1043.32,0.0,5.95
108,1,"Chrtien, Jean-Loup",male,1938,France,True,CNES-1,1980,3,MSP,1988,Mir Aragatz,Soyuz TM-7,Mir,Soyuz TM-6,594.0,1043.32,5.95,5.95
108,1,"Chrtien, Jean-Loup",male,1938,France,True,CNES-1,1980,3,MSP,1997,STS-86,STS-86,STS-86,STS-86,259.3,1043.32,0.0,5.95
109,48,"Hartsfield, Henry W., Jr.",male,1933,U.S.,True,NASA Astronaut Group 7,1969,3,pilot,1982,STS-4,STS-4,STS-4,STS-4,169.0,481.0,0.0,0.0
109,48,"Hartsfield, Henry W., Jr.",male,1933,U.S.,True,NASA Astronaut Group 7,1969,3,commander,1984,STS-41-D,STS-41-D,STS-41-D,STS-41-D,144.0,481.0,0.0,0.0
109,48,"Hartsfield, Henry W., Jr.",male,1933,U.S.,True,NASA Astronaut Group 7,1969,3,commander,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168.0,481.0,0.0,0.0
110,52,"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,False,NPOE-4,1978,4,flight engineer,1982,Salyut 7,Soyuz T7,Salyut 7,Soyuz T5,189.0,8950.87,0.0,31.82
32,12,"Beregovoi, Georgi",male,1921,U.S.S.R/Russia,True,TsPK-2,1964,1,commander,1968,Soyuz 3,Soyuz 3,Soyuz 3,Soyuz 3,94.83,94.83,0.0,0.0
33,21,"Anders, William Alison",male,1933,U.S.,False,NASA- 3,1963,1,pilot,1968,Apollo 8,Apollo 8,Apollo 8,Apollo 8,147.0,147.0,0.0,0.0
34,13,"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,True,TsPK-2,1963,3,commander,1969,Soyuz 4,Soyuz 4,Soyuz 4/Soyuz 5,Soyuz 4,71.33,237.92,0.0,0.0
34,13,"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,True,TsPK-3,1963,3,commander,1969,Soyuz 8,Soyuz 8,Soyuz 8,Soyuz 8,118.0,237.92,0.0,0.0
34,13,"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,True,TsPK-4,1963,3,commander,1971,Soyuz 10,Soyuz 10,Soyuz 10,Soyuz 10,47.0,237.92,0.0,0.0
35,14,"Volynov, Boris",male,1934,U.S.S.R/Russia,True,TsPK-1,1960,2,commander,1969,Soyuz 5,Soyuz 5,Soyuz 5/Soyuz 4,Soyuz 5,72.0,1255.28,0.0,0.0
35,14,"Volynov, Boris",male,1934,U.S.S.R/Russia,True,TsPK-1,1960,2,commander,1976,Soyuz 21,Soyuz 21,Soyuz 21,Soyuz 21,1182.0,1255.28,0.0,0.0
36,15,"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,False,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,3,flight engineer,1969,Soyuz 5/4,Soyuz 5,Soyuz 5/4,Soyuz 4,47.0,214.33,0.62,0.62
36,15,"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,False,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,3,flight engineer,1969,Soyuz 8,Soyuz 8,Soyuz 8,Soyuz 8,118.0,214.33,0.0,0.62
36,15,"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,False,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,flight engineer,1971,Soyuz 10,Soyuz 10,Salyut 1,Soyuz 10,47.0,214.33,0.0,0.62
37,16,"Khrunov, Yevgeny",male,1933,U.S.S.R/Russia,True,TsPK-1,1960,1,MSP,1969,Soyuz 5/4,Soyuz 5,Soyuz 5/4,Soyuz 4,48.17,47.75,0.62,0.62
38,22,"Schweickart, Russell L.",male,1935,U.S.,False,1963 NASA group 3,1963,1,pilot,1969,apollo 9,apollo 9,apollo 9,apollo 9,241.0,241.0,1.13,1.13
39,17,"Shonin, Georgi",male,1935,U.S.S.R/Russia,True,TsPK-1,1960,1,commander,1969,Soyuz 6,Soyuz 6,Soyuz 6,Soyuz 6,118.0,118.7,0.0,0.0
40,18,"Kubasov, Valeri",male,1935,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,3,flight engineer,1969,Soyuz 6,Soyuz 6,Soyuz 6,Soyuz 6,118.0,449.95,0.0,0.0
40,18,"Kubasov, Valeri",male,1935,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,3,flight engineer,1975,Soyuz 19,Soyuz 19,Soyuz 19/Apollo,Soyuz 19,142.0,449.95,0.0,0.0
40,18,"Kubasov, Valeri",male,1935,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,commander,1980,Soyuz 36/35,Soyuz 36,Salyut 6,Soyuz 35,188.0,449.95,0.0,0.0
41,19,"Filipchenko, Anatoly",male,1928,U.S.S.R/Russia,True,TsPK-2,1963,2,commander,1969,Soyuz 7,Soyuz 7,Soyuz 7,Soyuz 7,118.0,261.05,0.0,0.0
41,19,"Filipchenko, Anatoly",male,1928,U.S.S.R/Russia,True,TsPK-3,1963,2,commander,1974,Soyuz 16,Soyuz 16,Soyuz 16,Soyuz 16,142.0,261.05,0.0,0.0
42,20,"Volkov, Vladislav",male,1935,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,2,flight engineer,1969,Soyuz 7,Soyuz 7,Soyuz 7,Soyuz 7,118.0,689.02,0.0,0.0
42,20,"Volkov, Vladislav",male,1935,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,2,flight engineer,1971,Soyuz 11,Soyuz 11,Salyut 1,Soyuz 11,570.0,689.02,0.0,0.0
43,21,"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,True,TsPK-1,1960,3,MSP,1969,Soyuz 7,Soyuz 7,Soyuz 7,Soyuz 7,118.0,732.78,0.0,0.0
43,21,"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,True,TsPK-2,1960,3,commander,1977,Soyuz 24,Soyuz 24,Salyut 5,Soyuz 24,425.0,732.78,0.0,0.0
43,21,"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,True,TsPK-3,1960,3,commander,1980,Soyuz 37/36,Soyuz 37,Salyut 6,Soyuz 36,188.0,732.78,0.0,0.0
44,23,"Bean, Alan Lavern",male,1932,U.S.,True,1963 NASA group 3,1963,2,pilot,1969,Apollo 12,Apollo 12,Apollo 12,Apollo 12,244.81,1671.75,6.4,9.32
44,23,"Bean, Alan Lavern",male,1932,U.S.,True,1963 NASA group 3,1963,2,commander,1973,Skylab 3,Apollo CSM-117,Skylab 3,Apollo CSM-117,1427.23,1671.75,2.68,9.32
45,24,"Swigert, John L., Jr.",male,1931,U.S.,False,1966 NASA group 5,1966,1,pilot,1970,Apollo 13,Apollo 13,Apollo 13,Apollo 13,142.0,142.0,0.0,0.0
46,25,"Haise, Fred W., Jr.",male,1933,U.S.,False,NASA Astronaut Group 5,1966,1,pilot,1970,Apollo 13,Apollo 13,Apollo 13,Apollo 13,142.0,142.0,0.0,0.0
47,22,"Sevastyanov, Vitali",male,1935,U.S.S.R/Russia,False,Mishin-Group / TsKBEM-1,1968,2,flight engineer,1970,Soyuz 9,Soyuz 9,Soyuz 9,Soyuz 9,424.0,1936.3,0.0,0.0
47,22,"Sevastyanov, Vitali",male,1935,U.S.S.R/Russia,False,Mishin-Group / TsKBEM-2,1968,2,flight engineer,1975,Soyuz 18,Soyuz 18,Salyut 5,Soyuz 18,1511.0,1936.3,0.0,0.0
48,26,"Shepard, Alan B., Jr.",male,1923,U.S.,True,1959 NASA group 1,1959,2,commander,1971,Apollo 14,Apollo 14,Apollo 14,Apollo 14,216.0,216.25,9.25,9.25
49,27,"Roosa, Stuart A.",male,1933,U.S.,True,1966 NASA group 5,1966,1,pilot,1971,Apollo 14,Apollo 14,Apollo 14,Apollo 14,216.0,216.0,0.0,0.0
50,28,"Mitchell, Edgar D.",male,1930,U.S.,True,NASA- 5,1966,1,pilot,1971,Apollo 14,Apollo 14,Apollo 14,Apollo 14,216.0,216.0,9.38,9.38
51,23,"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,3,flight engineer,1971,Soyuz 10,Soyuz 10,Soyuz 10,Soyuz 10,47.0,237.15,0.0,0.0
51,23,"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,3,flight engineer,1974,Soyuz 16,Soyuz 16,Soyuz 16,Soyuz 16,142.0,237.15,0.0,0.0
51,23,"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,True,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,commander,1979,Soyuz 33,Soyuz 33,Soyuz 33,Soyuz 33,47.0,237.15,0.0,0.0
52,24,"Dobrovolski, Georgi",male,1928,U.S.S.R/Russia,True,TsPK-2,1963,1,commander,1971,Soyuz 11,Soyuz 11,Salyut 1,Soyuz 11,570.0,570.35,0.0,0.0
53,25,"Patsayev, Viktor",male,1933,U.S.S.R/Russia,False,TsKBEM-1,1968,1,flight engineer,1971,Soyuz 11,Soyuz 11,Salyut 1,Soyuz 11,570.0,570.35,0.0,0.0
54,29,"Worden, Alfred M.",male,1932,U.S.,True,1966 NASA group 5,1966,1,pilot,1971,Apollo 15,Apollo 15,Apollo 15,Apollo 15,295.2,295.2,0.63,0.63
55,30,"Irwin, James B.",male,1930,U.S.,True,NASA- 5,1966,1,pilot,1971,Apollo 15,Apollo 15,Apollo 15,Apollo 15,295.0,295.0,18.5,18.5
56,31,"Mattingly, Thomas K., II",male,1936,U.S.,True,NASA- 5,1966,3,pilot,1972,Apollo 16,Apollo 16,Apollo 16,Apollo 16,266.0,508.0,1.38,1.38
56,31,"Mattingly, Thomas K., II",male,1936,U.S.,True,NASA- 5,1966,3,commander,1982,STS-4,STS-4,STS-4,STS-4,169.0,508.0,0.0,1.38
56,31,"Mattingly, Thomas K., II",male,1936,U.S.,True,NASA- 5,1966,3,commander,1985,STS-151-C,STS-151-C,STS-151-C,STS-151-C,73.0,508.0,0.0,1.38
57,32,"Duke, Jr. Charles Moss",male,1935,U.S.,True,NASA- 5,1966,1,pilot,1972,Apollo 16,Apollo 16,Apollo 16,Apollo 16,265.0,265.0,20.25,20.25
58,33,"Evans, Ronald E.",male,1933,U.S.,True,NASA- 5,1966,1,pilot,1972,Apollo 17,Apollo 17,Apollo 17,Apollo 17,301.0,301.0,1.4,1.4
59,34,"Schmitt, Harrison H.",male,1935,U.S.,False,NASA-4,1965,1,pilot,1972,Apollo 17,Apollo 17,Apollo 17,Apollo 17,301.0,301.0,22.07,22.07
60,35,"Weitz, Paul J.",male,1932,U.S.,True,1966 NASA group 5,1966,2,pilot,1973,Skylab-2,Apollo Sk.2,Apollo Sk.2,Apollo Sk.2,267.0,793.22,2.27,2.27
60,35,"Weitz, Paul J.",male,1932,U.S.,True,1966 NASA group 5,1966,2,commander,1983,STS-6,STS-6,STS-6,STS-6,120.0,793.22,0.0,2.27
61,36,"Kerwin, Joseph P.",male,1932,U.S.,True,NASA- 4,1965,1,MSP,1973,Skylab 2,Apollo Sk.2,Apollo Sk.2,Apollo Sk.2,672.0,672.0,3.42,3.42
62,37,"Lousma, Jack R.",male,1936,U.S.,True,NASA- 5,1966,2,pilot,1973,Skylab 3,Apollo Sk.3,Skylab 3,Skylab 3,1427.0,1619.0,11.0,11.0
62,37,"Lousma, Jack R.",male,1936,U.S.,True,NASA- 5,1966,2,commander,1982,STS-3,STS-3,STS-3,STS-3,192.0,1619.0,0.0,11.0
63,38,"Garriott, Owen K.",male,1930,U.S.,False,NASA Astronaut Group 4,1965,2,MSP,1973,Skylab 3,Apollo Sk.3,Skylab,Apollo Sk.3,1427.0,1674.0,13.72,13.72
63,38,"Garriott, Owen K.",male,1930,U.S.,False,NASA Astronaut Group 5,1965,2,MSP,1983,STS-9,STS-9,STS-9,STS-9,247.0,1674.0,0.0,13.72
64,26,"Lazarev, Vasili",male,1928,U.S.S.R/Russia,True,Voskhod-1 / TsPK-3,1964,1,commander,1973,Soyuz 12,Soyuz 12,Soyuz 12,Soyuz 12,47.0,47.25,0.0,0.0
